# Program:featureCounts v2.0.2; Command:"/Applications/software_bioinformatics/subread-2.0.2-macOS-x86_64/bin/featureCounts" "-T" "8" "-p" "-a" "/Users/rashmirao/Documents/Sidra_Externship/nextflow/RNA_seq_analysis_pc_version/raw_data/S288C_reference_genome_R64-5-1_20240529/yeast.gtf" "-o" "FeatureCounts.txt" "results_star/SRR18396493Aligned.sortedByCoord.out.bam" "results_star/SRR18396494Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	results_star/SRR18396493Aligned.sortedByCoord.out.bam	results_star/SRR18396494Aligned.sortedByCoord.out.bam
YER089C	chrV	335946	337340	-	1395	1065	876
YER179W	chrV;chrV	548421;548645	548552;549517	+;+	1005	384	241
YEL011W	chrV	133120	135234	+	2115	6089	4773
YER166W	chrV	512744	517459	+	4716	2570	1805
YER061C	chrV	278298	279626	-	1329	606	788
YER082C	chrV	324272	325936	-	1665	1959	1423
YER118C	chrV	397952	399055	-	1104	420	239
YER152C	chrV	472657	473988	-	1332	689	568
YER107C	chrV	373448	374545	-	1098	583	372
YER020W	chrV	195168	196517	+	1350	15800	10905
YER125W	chrV	410189	412618	+	2430	6836	4384
YER122C	chrV	402871	404352	-	1482	5078	3567
YER038W-A	chrV	228451	228831	+	381	3	1
YER057C	chrV	270737	271126	-	390	1755	1286
YEL033W	chrV	86179	86598	+	420	115	113
YER006W	chrV	162723	164285	+	1563	1619	1139
YER007W	chrV	164527	166083	+	1557	454	287
YER078W-A	chrV	318646	318810	+	165	21	20
tA(UGC)E	chrV	312023	312095	-	73	12	15
YEL002C	chrV	148722	150014	-	1293	1324	842
YEL064C	chrV	29797	31239	-	1443	298	257
YER103W	chrV	364589	366517	+	1929	12501	17178
YER007C-A	chrV;chrV	166237;166875	166771;166885	-;-	546	966	644
snR80	chrV	52150	52320	-	171	1	2
YER093C-A	chrV;chrV	347912;348277	348201;348400	-;-	414	686	585
YER120W	chrV	401135	401869	+	735	3796	2847
YER033C	chrV	218057	221287	-	3231	2291	1425
YER054C	chrV	262052	263698	-	1647	4586	3277
tV(AAC)E2	chrV	469457	469530	+	74	2	2
YER164W	chrV	505392	509798	+	4407	2645	2153
YER139C	chrV	450563	451243	-	681	1642	1393
snR52	chrV	431129	431220	-	92	1	0
YEL042W	chrV	73771	75327	+	1557	746	474
YER190C-A	chrV	574804	575379	-	576	0	0
tS(UGA)E	chrV	288443	288524	-	82	29	9
YER008C	chrV	167808	171818	-	4011	3390	2765
YER114C	chrV	390590	393712	-	3123	3361	2047
YER034W	chrV	221846	222403	+	558	647	571
YEL008W	chrV	140512	140892	+	381	21	13
YER014W	chrV	182600	184219	+	1620	526	359
YER143W	chrV	456319	457605	+	1287	2654	1814
YER053C-A	chrV	260933	261046	-	114	21573	11985
YER028C	chrV	210692	211876	-	1185	376	344
YER048C	chrV	246982	248157	-	1176	3412	2364
YER044C	chrV	237570	238016	-	447	605	342
YEL039C	chrV	79636	79977	-	342	6380	3319
YER053C	chrV	258737	259639	-	903	3983	2290
tQ(UUG)E1	chrV	250286	250357	+	72	0	1
YEL034C-A	chrV	85613	86215	-	603	207	104
YER155C	chrV	476345	482848	-	6504	2914	1973
snR4	chrV	424698	424883	+	186	240	169
YER050C	chrV	253971	254387	-	417	2383	1631
YER031C	chrV	214076	214747	-	672	893	608
YER037W	chrV	225889	226854	+	966	10850	8923
YEL049W	chrV	63728	64090	+	363	311	224
tQ(UUG)E2	chrV	131082	131153	-	72	0	0
YEL006W	chrV	144327	145334	+	1008	711	460
YER100W	chrV	359562	360314	+	753	1765	1712
YER181C	chrV	551473	551796	-	324	32	19
YER015W	chrV	184541	186775	+	2235	1973	1284
YER129W	chrV	417281	420709	+	3429	2887	1881
YER172C-A	chrV	536275	536655	-	381	0	2
tR(UCU)E	chrV	138666	138737	+	72	0	0
YEL072W	chrV	13720	14415	+	696	320	186
YEL075C	chrV	5345	5713	-	369	2	1
YER048W-A	chrV	250718	251002	+	285	2764	1501
YER051W	chrV	254656	256134	+	1479	1396	1107
YER171W	chrV	527082	529418	+	2337	817	561
YER078C	chrV	316807	318342	-	1536	399	321
YER169W	chrV	523369	525759	+	2391	7840	6035
YEL003W	chrV;chrV	148176;148283	148194;148599	+;+	336	513	331
YEL077W-A	chrV	630	1112	+	483	0	0
YEL017C-A	chrV	122798	122929	-	132	503	300
YER133W	chrV;chrV	432495;433197	432671;433958	+;+	939	14978	9540
YER152W-A	chrV	473485	474051	+	567	0	0
YER060W	chrV	274567	276153	+	1587	500	428
YER186C	chrV	561705	562625	-	921	706	537
YER188W	chrV	568040	568759	+	720	195	130
YEL045C	chrV	68840	69265	-	426	115	81
YER022W	chrV	198812	200875	+	2064	1367	1011
YER148W-A	chrV	466185	466763	+	579	2	1
YER157W	chrV	484788	487193	+	2406	1195	779
YER014C-A	chrV;chrV	183731;184678	184169;184700	-;-	462	0	0
YEL076C-A	chrV;chrV	4185;4602	4322;5114	-;-	651	1	0
YEL038W	chrV	80462	81145	+	684	566	426
YER066W	chrV	290242	290799	+	558	341	206
YER098W	chrV	355466	357730	+	2265	1557	896
YEL035C	chrV	85045	85545	-	501	36	26
RPR1	chrV	117667	118035	-	369	49	27
YER063W	chrV	281710	282366	+	657	2649	2265
YER127W	chrV	414481	415554	+	1074	1123	720
YER154W	chrV	475020	476228	+	1209	749	600
YER032W	chrV	215063	217693	+	2631	524	485
YER180C-A	chrV	550865	551122	-	258	77	39
YEL071W	chrV	16355	17845	+	1491	6169	5224
tK(CUU)E2	chrV	435752	435824	-	73	0	0
YEL057C	chrV	45020	45721	-	702	928	1208
YEL069C	chrV	21537	23231	-	1695	199	123
YEL043W	chrV	70478	73348	+	2871	2491	1737
YER096W	chrV	351698	353236	+	1539	4820	2298
YER017C	chrV	189503	191788	-	2286	4278	2651
YEL019C	chrV	120498	121301	-	804	615	479
YER009W	chrV	172115	172492	+	378	763	515
YER104W	chrV	366802	367428	+	627	313	305
YER067W	chrV	292066	292551	+	486	0	0
SCR1	chrV	441987	442508	+	522	41	18
YER044C-A	chrV;chrV	238460;239712	239623;239774	-;-	1227	127	62
YER101C	chrV	360502	361794	-	1293	2950	2294
YER121W	chrV	402375	402719	+	345	429	319
YER019C-A	chrV	194273	194539	-	267	1595	852
tE(UUC)E1	chrV	177099	177170	+	72	1	0
YEL050C	chrV	59670	60851	-	1182	943	653
YER062C	chrV	279930	280682	-	753	13496	16961
YER006C-A	chrV	164344	164661	-	318	3	0
YER016W	chrV	188277	189311	+	1035	424	406
YEL025C	chrV	102581	106147	-	3567	1704	1167
YER024W	chrV	202192	204963	+	2772	24577	12353
YER023W	chrV	201076	201936	+	861	1107	863
YER079W	chrV	318920	319552	+	633	2128	1708
YER136W	chrV	439616	440971	+	1356	6386	4253
YER151C	chrV	469686	472424	-	2739	2577	2471
YEL029C	chrV	96858	97796	-	939	849	609
YER065C	chrV	285241	286914	-	1674	17600	6208
YEL050W-A	chrV	59549	59740	+	192	17	16
YER085C	chrV	327619	328140	-	522	0	1
YER147C	chrV	462968	464842	-	1875	1755	1410
YER064C	chrV	282705	284222	-	1518	2814	1748
YER119C	chrV	399496	400842	-	1347	2008	1364
YEL020C-B	chrV	117183	117380	-	198	0	2
YER068W	chrV	293050	294813	+	1764	2880	1995
YER158C	chrV	488857	490578	-	1722	1546	983
YER138W-A	chrV	449474	449578	+	105	14	17
YER130C	chrV	421115	422446	-	1332	1436	1395
YEL015W	chrV	126629	128284	+	1656	2299	1805
tK(CUU)E1	chrV	135425	135497	-	73	3	0
YER153C	chrV	474041	474805	-	765	445	389
YER137W-A	chrV	441575	441880	+	306	3	0
YER113C	chrV	387932	390052	-	2121	496	360
YEL030W	chrV	94644	96578	+	1935	1687	1377
YER083C	chrV	326174	327031	-	858	1737	1213
YER167W	chrV	518216	520771	+	2556	3486	2329
YEL032C-A	chrV	87040	87201	-	162	0	0
YEL073C	chrV	7230	7553	-	324	479	430
tV(AAC)E1	chrV	438700	438773	+	74	0	0
YER005W	chrV	160550	162442	+	1893	1726	1350
YER102W	chrV	363100	363702	+	603	489	279
YER046W	chrV	243180	243611	+	432	555	246
YER023C-A	chrV	201522	201734	-	213	0	0
YEL031W	chrV	90258	93905	+	3648	1336	1045
YER075C	chrV	308413	311199	-	2787	4208	2645
YER073W	chrV	304030	305592	+	1563	1760	1062
YEL027W	chrV	100769	101251	+	483	3591	2741
YEL024W	chrV	107260	107907	+	648	6396	5184
YER049W	chrV	251728	253662	+	1935	2045	1664
YER175W-A	chrV	540650	540814	+	165	156	99
YEL037C	chrV	81407	82603	-	1197	3188	2182
YER134C	chrV	437267	437803	-	537	264	172
YER088C	chrV	333176	335188	-	2013	5993	3896
YER175C	chrV	539464	540363	-	900	2680	1772
tG(GCC)E	chrV	61890	61960	-	71	3	2
YER021W	chrV	196948	198519	+	1572	5361	3780
YER004W	chrV	159580	160275	+	696	2016	1206
YER087C-A	chrV	331817	332368	-	552	2	1
YEL017W	chrV	123657	124670	+	1014	590	412
YER106W	chrV	372326	373234	+	909	94	111
YER066C-A	chrV	291703	292203	-	501	116	68
YER117W	chrV;chrV	396769;397282	396810;397653	+;+	414	1184	575
YER145C-A	chrV	462386	462823	-	438	9	0
YER076W-A	chrV	313390	313737	+	348	121	111
YER187W	chrV	566230	566655	+	426	324	294
snR14	chrV	167427	167586	-	160	55	30
YER046W-A	chrV	243700	244029	+	330	2	3
YER168C	chrV	521029	522669	-	1641	954	585
YER124C	chrV	407342	409063	-	1722	431	414
SRG1	chrV	322212	322762	+	551	378	279
YER095W	chrV	349980	351182	+	1203	1126	768
YEL028W	chrV	98668	99129	+	462	176	150
YER045C	chrV	240032	241501	-	1470	1434	1009
YER088W-B	chrV	335927	336073	+	147	0	0
YER086W	chrV	328477	330207	+	1731	847	722
YER188C-A	chrV	569608	569907	-	300	197	195
YER148W	chrV	465303	466025	+	723	295	306
YEL022W	chrV	111421	115800	+	4380	1689	1261
YEL001C	chrV	150301	150978	-	678	1420	907
YER056C	chrV	266512	268113	-	1602	3013	2064
YER087C-B	chrV	332582	332830	-	249	628	465
YEL013W	chrV	128825	130561	+	1737	2911	1709
YER074W	chrV;chrV	306323;306792	306325;307196	+;+	408	241	118
tE(UUC)E3	chrV	487331	487402	-	72	0	0
YER133W-A	chrV	437191	437532	+	342	56	38
YER119C-A	chrV	400867	401238	-	372	38	27
YEL063C	chrV	31694	33466	-	1773	1874	1476
YEL051W	chrV	58378	59148	+	771	1457	993
YER190C-B	chrV	575680	576162	-	483	0	0
YEL061C	chrV	36535	39537	-	3003	715	806
YER059W	chrV	272624	273886	+	1263	956	726
YER091C-A	chrV	342390	342611	-	222	0	2
YER140W	chrV	451565	453235	+	1671	632	542
YEL056W	chrV	47168	48373	+	1206	1603	1217
YER084W-A	chrV	327598	328110	+	513	1	2
YER036C	chrV	223367	225199	-	1833	4421	3825
YEL009C	chrV	138918	139763	-	846	3913	2711
YER079C-A	chrV	319902	320240	-	339	1	2
YEL053W-A	chrV	52908	53255	+	348	0	0
tM(CAU)E	chrV	100133	100204	+	72	21	16
YEL030C-A	chrV	94583	94897	-	315	4	9
YEL014C	chrV	128303	128608	-	306	9	6
YER156C	chrV	483325	484341	-	1017	348	264
YER162C	chrV	500630	502894	-	2265	2919	2084
YER090W	chrV	337949	339472	+	1524	1918	1425
YER074W-A	chrV;chrV;chrV	307653;307849;308068	307746;307956;308123	+;+;+	258	1409	952
YER041W	chrV	232461	234740	+	2280	1907	1332
YER165C-A	chrV	512627	512983	-	357	67	46
YER097W	chrV	355140	355469	+	330	17	22
YER112W	chrV	387232	387795	+	564	1676	1517
YER090C-A	chrV	338322	338411	-	90	0	0
YER067C-A	chrV	292240	292563	-	324	3	0
snR67	chrV	61352	61433	+	82	4	3
tH(GUG)E1	chrV	207357	207428	+	72	7	8
YER174C	chrV	538434	539168	-	735	535	326
YER107W-A	chrV	374394	374714	+	321	196	153
YER026C	chrV	207644	208474	-	831	3205	2135
YER099C	chrV	358105	359061	-	957	2133	1374
YEL048C	chrV	64709	65167	-	459	126	75
YEL070W	chrV	19589	21097	+	1509	240	117
YER025W	chrV	205251	206834	+	1584	3907	2823
YEL075W-A	chrV	4870	5481	+	612	0	1
YER126C	chrV	413394	414179	-	786	2004	1106
tI(AAU)E1	chrV	443202	443275	-	74	4	2
YER182W	chrV	552525	553259	+	735	2002	1566
YER165W	chrV	510373	512106	+	1734	4216	3373
YEL058W	chrV	43252	44925	+	1674	3600	2429
YER060W-A	chrV	276572	278164	+	1593	311	282
YER184C	chrV	556296	558680	-	2385	1055	699
YEL012W	chrV;chrV	131772;131900	131776;132551	+;+	657	5191	3096
YEL020W-A	chrV	117211	117474	+	264	198	107
YER077C	chrV	314534	316600	-	2067	1848	1194
YER039C	chrV	228456	229205	-	750	385	242
YER042W	chrV	234937	235491	+	555	1447	882
YER019W	chrV	192797	194230	+	1434	1202	747
YER039C-A	chrV	229263	229481	-	219	486	313
YER058W	chrV	271768	272091	+	324	173	153
YER110C	chrV	378762	382103	-	3342	2843	1845
YER135C	chrV	437952	438344	-	393	46	15
YEL023C	chrV	108504	110552	-	2049	861	566
YEL077C	chrV	264	4097	-	3834	425	410
tI(AAU)E2	chrV	551285	551358	-	74	8	3
YER001W	chrV	153520	155808	+	2289	488	391
YEL020C	chrV	118617	120299	-	1683	2598	1962
YEL044W	chrV	69757	70257	+	501	1427	971
YER180C	chrV	549724	550527	-	804	979	644
YER087W	chrV	330576	332306	+	1731	697	437
YER055C	chrV	264892	265785	-	894	1668	1040
tR(ACG)E	chrV	492352	492424	-	73	0	1
YER091C	chrV	339864	342167	-	2304	8250	4006
YER138C	chrV	443756	449024	-	5269	2	0
YER137C-A	chrV	447702	449024	-	1323	0	0
YER159C-A	chrV	496802	498124	-	1323	0	0
YER160C	chrV	492856	498124	-	5269	42	34
YHR094C	chrVIII	290913	292625	-	1713	6615	11259
YHL031C	chrVIII	38815	39486	-	672	429	259
YHL002W	chrVIII	102612	103970	+	1359	3002	2179
YHR219C-A	chrVIII	561199	561681	-	483	0	0
YHR045W	chrVIII	195551	197233	+	1683	441	251
YHR084W	chrVIII	274174	276240	+	2067	767	653
YHR126C	chrVIII	359702	360181	-	480	35	28
tS(AGA)H	chrVIII	133026	133107	-	82	1	0
YHR125W	chrVIII	358858	359163	+	306	48	16
YHR206W	chrVIII	512732	514600	+	1869	2957	2196
YHR097C	chrVIII;chrVIII	297385;298485	298360;298609	-;-	1101	24765	21390
YHR005C-A	chrVIII	115620	115901	-	282	1842	1057
YHR193C-A	chrVIII	488653	489027	-	375	0	0
YHR007C	chrVIII	120091	121683	-	1593	4473	2361
YHR214C-D	chrVIII	550648	550941	-	294	0	0
YHR212W-A	chrVIII	538742	538945	+	204	0	0
YHR184W	chrVIII	472744	474459	+	1716	179	170
YHR132C	chrVIII	368502	369794	-	1293	2735	2585
YHR182C-A	chrVIII	470939	471412	-	474	4	0
YHR025W	chrVIII	159438	160511	+	1074	1095	860
YHR055C	chrVIII	214533	214718	-	186	0	0
YHR073W	chrVIII	242582	245572	+	2991	2829	2133
YHL015W-A	chrVIII	74699	74782	+	84	182	200
YHR064C	chrVIII	225525	227141	-	1617	1031	840
YHL041W	chrVIII	17392	17841	+	450	8	2
YHR143W	chrVIII	385510	386487	+	978	261	304
YHR052W-A	chrVIII	212510	212704	+	195	0	0
YHL047C	chrVIII	8351	10213	-	1863	1743	1166
YHR175W-A	chrVIII	453558	453707	+	150	129	83
YHR003C	chrVIII	110028	111317	-	1290	911	684
YHL032C	chrVIII	36379	38508	-	2130	3530	1658
YHR154W	chrVIII	402966	406178	+	3213	502	440
YHR031C	chrVIII	170799	172970	-	2172	2334	1907
YHL042W	chrVIII	15667	16119	+	453	128	123
YHR022C-A	chrVIII	151217	151306	-	90	1	1
YHR180C-B	chrVIII	466958	467062	-	105	0	0
YHR106W	chrVIII	325598	326626	+	1029	4043	3328
YHR186C	chrVIII	475999	480672	-	4674	2365	1655
YHL029C	chrVIII	45929	47968	-	2040	2338	1484
YHR048W	chrVIII	204607	206151	+	1545	5193	3008
YHR039C-A	chrVIII;chrVIII	187173;187677	187514;187679	-;-	345	2027	1165
YHR073W-A	chrVIII	242868	243044	+	177	0	0
YHR035W	chrVIII	178219	180111	+	1893	504	422
YHR165C	chrVIII	429707	436948	-	7242	2660	1948
YHL006C	chrVIII	98343	98795	-	453	225	165
YHL025W	chrVIII	54851	55849	+	999	2021	1430
YHR172W	chrVIII	448335	450806	+	2472	120	84
YHR002W	chrVIII	108812	109885	+	1074	867	606
YHR016C	chrVIII;chrVIII	136881;138409	138240;138455	-;-	1407	4021	2690
RUF5-2	chrVIII	214407	215116	+	710	9	3
YHR079C	chrVIII	258244	261591	-	3348	1926	1232
YHR169W	chrVIII	442181	443476	+	1296	634	454
YHR054C	chrVIII	213185	214249	-	1065	179	105
YHR065C	chrVIII	227532	229037	-	1506	1124	810
YHR088W	chrVIII	281495	282382	+	888	1507	1113
tH(GUG)H	chrVIII	62755	62826	+	72	1	0
YHR093W	chrVIII	289142	289690	+	549	53	46
YHL036W	chrVIII	26241	27881	+	1641	1197	915
YHR100C	chrVIII	314116	314673	-	558	426	244
YHR105W	chrVIII	324766	325410	+	645	888	740
YHR056C	chrVIII	215183	217834	-	2652	882	673
YHR135C	chrVIII	372694	374310	-	1617	9149	6950
YHR180W	chrVIII	465178	465669	+	492	685	455
YHR086W	chrVIII	278153	279724	+	1572	1911	1124
YHR146W	chrVIII	390300	391697	+	1398	6157	5620
YHR195W	chrVIII	490747	491712	+	966	5229	3006
YHR119W	chrVIII	346043	349285	+	3243	1447	1070
YHR033W	chrVIII	175548	176819	+	1272	36906	25519
YHR024C	chrVIII	157744	159192	-	1449	727	553
YHL043W	chrVIII	14901	15413	+	513	278	247
YHL039W	chrVIII	21783	23540	+	1758	1003	572
YHR059W	chrVIII	220108	220500	+	393	364	334
YHL048C-A	chrVIII	5663	5797	-	135	41	29
YHR026W	chrVIII	160844	161485	+	642	1304	832
YHR160C	chrVIII	419221	420072	-	852	1014	649
YHR085W	chrVIII	276764	277768	+	1005	336	206
YHR113W	chrVIII	336337	337809	+	1473	1961	1296
YHR175W	chrVIII	452872	453441	+	570	755	424
YHR148W	chrVIII	393534	394085	+	552	551	354
YHR208W	chrVIII	517532	518713	+	1182	4524	2734
YHR001W	chrVIII	106055	107368	+	1314	3748	2489
YHR131C	chrVIII	365340	367892	-	2553	2967	2191
YHR049C-A	chrVIII	207234	207530	-	297	56	22
YHR086W-A	chrVIII	280231	280392	+	162	5	5
YHR141C	chrVIII;chrVIII	381990;382748	382306;382751	-;-	321	1093	485
YHR170W	chrVIII	443828	445384	+	1557	2752	2025
YHL021C	chrVIII	64462	65859	-	1398	19444	11218
YHR078W	chrVIII	256360	258018	+	1659	1572	1016
YHR007C-A	chrVIII	122550	122765	-	216	222	104
YHL044W	chrVIII	13565	14272	+	708	1164	658
YHR214W-A	chrVIII	543008	543493	+	486	47	16
YHR161C	chrVIII	420373	422286	-	1914	9144	7298
YHR074W	chrVIII	246193	248337	+	2145	2430	1586
YHR164C	chrVIII	424610	429178	-	4569	1280	981
YHL006W-A	chrVIII	97732	98085	+	354	60	32
YHR204W	chrVIII	506319	508709	+	2391	797	634
YHL002C-A	chrVIII	102587	103075	-	489	0	0
YHL030W-A	chrVIII	39074	39535	+	462	8	3
tF(GAA)H2	chrVIII;chrVIII	358478;358533	358513;358569	-;-	73	0	0
YHR163W	chrVIII	423724	424473	+	750	1119	673
YHL046C	chrVIII	11923	12285	-	363	16	24
YHR056W-A	chrVIII	217406	217840	+	435	1	1
YHL004W	chrVIII	99219	100403	+	1185	1727	1187
YHL009C	chrVIII	84068	85060	-	993	934	687
YHR138C	chrVIII	377355	377699	-	345	30475	21208
YHR166C	chrVIII	437170	439050	-	1881	614	386
YHR151C	chrVIII	399268	400848	-	1581	665	412
YHL014C	chrVIII	76097	77314	-	1218	380	280
YHR021C	chrVIII;chrVIII	147871;148667	148116;148669	-;-	249	717	360
YHR198C	chrVIII	496315	497280	-	966	1263	798
YHL034C	chrVIII	33193	34077	-	885	4270	3157
YHR124W	chrVIII	356561	358444	+	1884	651	550
YHR011W	chrVIII	127780	129120	+	1341	566	429
YHR096C	chrVIII	294669	296447	-	1779	68913	42698
YHR185C	chrVIII	474627	475340	-	714	8	4
YHR190W	chrVIII	484845	486179	+	1335	4195	2920
YHR075C	chrVIII	248439	249641	-	1203	2060	1244
YHR117W	chrVIII	342349	344268	+	1920	787	692
YHR109W	chrVIII	330310	332067	+	1758	255	217
YHR207C	chrVIII	514905	516485	-	1581	1192	918
YHR132W-A	chrVIII	370054	370449	+	396	2038	1241
YHR015W	chrVIII	134554	136533	+	1980	152	141
YHL015W	chrVIII	75412	75777	+	366	2497	1395
YHR090C	chrVIII	283777	284625	-	849	1107	991
YHR189W	chrVIII	484028	484600	+	573	502	336
YHR001W-A	chrVIII;chrVIII	107826;107895	107831;108122	+;+	234	3812	2348
YHR070C-A	chrVIII	236102	236512	-	411	180	164
YHR108W	chrVIII	328303	330060	+	1758	1201	963
YHR006W	chrVIII	117814	119439	+	1626	4242	3392
YHR147C	chrVIII	392639	393283	-	645	1101	638
YHR180W-A	chrVIII	466932	467114	+	183	0	3
YHR092C	chrVIII	287081	288811	-	1731	438	517
YHR080C	chrVIII	262801	266838	-	4038	5583	3383
YHL045W	chrVIII	12502	12849	+	348	14	12
YHR022C	chrVIII	149575	150345	-	771	961	599
YHL027W	chrVIII	51111	52988	+	1878	6984	4591
YHL003C	chrVIII	100648	101883	-	1236	1111	611
YHR070W	chrVIII	234881	236380	+	1500	1058	827
YHR150W	chrVIII	397251	398990	+	1740	2241	1600
YHR133C	chrVIII	370722	371597	-	876	553	427
YHR215W	chrVIII	552099	553502	+	1404	296	207
YHL020C	chrVIII	66242	67456	-	1215	4989	3463
YHR101C	chrVIII;chrVIII	314874;315859	315771;315968	-;-	1008	630	517
YHR046C	chrVIII	197398	198285	-	888	1951	1931
YHR095W	chrVIII	292943	293437	+	495	13	6
YHR182W	chrVIII	468219	470576	+	2358	923	849
YHR098C	chrVIII	299145	301934	-	2790	1670	1128
YHR145C	chrVIII	388981	389337	-	357	0	1
YHR120W	chrVIII	349574	352453	+	2880	388	324
YHL030W	chrVIII	40084	45690	+	5607	1617	887
tV(CAC)H	chrVIII	475706	475778	-	73	1	1
YHR051W	chrVIII	209705	210151	+	447	2752	1673
YHR130C	chrVIII	364965	365300	-	336	94	26
YHR149C	chrVIII	394455	396659	-	2205	77	58
YHR127W	chrVIII	360913	361644	+	732	402	251
YHR194W	chrVIII	488657	490396	+	1740	1866	1431
YHR213W-A	chrVIII	540549	540782	+	234	0	3
YHR032C-A	chrVIII	175275	175394	-	120	1	0
YHR203C	chrVIII;chrVIII	504476;505517	505247;505530	-;-	786	1909	1018
YHR168W	chrVIII	440377	441933	+	1557	723	526
YHR167W	chrVIII	439342	440127	+	786	110	76
YHR050W	chrVIII	207654	209303	+	1650	1086	591
YHR112C	chrVIII	334527	335663	-	1137	1532	1217
YHR027C	chrVIII	161730	164711	-	2982	10285	7022
YHR214C-E	chrVIII	551200	551499	-	300	2	0
YHR214W	chrVIII	541651	542262	+	612	37	20
YHR188C	chrVIII	482005	483837	-	1833	1887	1567
YHL023C	chrVIII	59123	62563	-	3441	1355	970
YHR099W	chrVIII	302761	313995	+	11235	3655	2180
YHR196W	chrVIII	491931	493658	+	1728	1387	889
YHR177W	chrVIII	456591	457952	+	1362	403	251
YHR174W	chrVIII	451327	452640	+	1314	8380	13314
YHR199C-A	chrVIII;chrVIII	498571;498787	498719;498859	-;-	222	530	384
YHR034C	chrVIII	176965	177999	-	1035	1544	1326
YHR179W	chrVIII	462502	463704	+	1203	1325	1629
YHR014W	chrVIII	132047	132922	+	876	71	58
YHR171W	chrVIII	445713	447605	+	1893	2090	1286
tF(GAA)H1	chrVIII;chrVIII	237848;237903	237883;237939	-;-	73	7	6
YHR121W	chrVIII	352756	353319	+	564	656	404
YHR116W	chrVIII	341665	342120	+	456	403	365
YHR087W	chrVIII	280820	281155	+	336	17576	11787
YHR176W	chrVIII	454229	455527	+	1299	565	344
YHR173C	chrVIII	450815	451153	-	339	10	9
YHL010C	chrVIII	81964	83721	-	1758	2341	1451
YHR102W	chrVIII	316572	319814	+	3243	2843	2022
YHR063C	chrVIII	224030	225169	-	1140	532	415
YHR050W-A	chrVIII	209475	209645	+	171	1827	959
YHR137C-A	chrVIII	375738	376388	-	651	0	0
YHL017W	chrVIII	70276	71874	+	1599	1316	773
YHL035C	chrVIII	27978	32756	-	4779	14288	7033
YHR043C	chrVIII	192805	193545	-	741	538	332
YHR115C	chrVIII	340109	341359	-	1251	2023	1528
YHL007C	chrVIII	95118	97937	-	2820	2398	1738
YHR018C	chrVIII	140011	141402	-	1392	4462	3709
YHR076W	chrVIII;chrVIII	251101;251249	251155;252225	+;+	1032	1057	824
YHL019C	chrVIII	67731	69548	-	1818	1139	1029
YHR061C	chrVIII	221534	222478	-	945	414	315
tV(AAC)H	chrVIII	85298	85371	-	74	2	2
snR32	chrVIII	381540	381727	+	188	37	17
YHR068W	chrVIII	232133	233296	+	1164	674	556
YHR218W-A	chrVIII	559932	560249	+	318	0	0
YHR037W	chrVIII	181977	183704	+	1728	7912	5122
YHR012W	chrVIII;chrVIII	129481;129648	129528;130448	+;+	849	2090	1362
YHR144C	chrVIII	387788	388726	-	939	116	102
YHR077C	chrVIII;chrVIII	252374;255751	255637;255756	-;-	3270	5309	5136
YHR156C	chrVIII	411384	412406	-	1023	737	577
YHR217C	chrVIII	556581	557042	-	462	3	0
YHR036W	chrVIII	180345	181760	+	1416	489	425
YHR091C	chrVIII	284839	286770	-	1932	1216	965
YHR052W	chrVIII	210848	211978	+	1131	701	463
YHR123W	chrVIII;chrVIII	354815;354956	354864;356081	+;+	1176	420	338
YHR009C	chrVIII	124109	125680	-	1572	5523	3529
YHL018W	chrVIII	69708	70070	+	363	214	249
YHL012W	chrVIII	78936	80417	+	1482	434	330
YHR211W	chrVIII	525392	528619	+	3228	1062	856
YHR155W	chrVIII	407103	410789	+	3687	2000	1114
RUF5-1	chrVIII	212409	213118	+	710	1	2
YHR139C	chrVIII	378219	379199	-	981	66697	38493
YHR032W-A	chrVIII	175195	175374	+	180	288	248
tA(AGC)H	chrVIII	146242	146314	-	73	1	1
YHR210C	chrVIII	520712	521737	-	1026	57	47
YHR072W-A	chrVIII	241664	241840	+	177	4249	2597
YHR140W	chrVIII	380572	381291	+	720	2274	1120
YHR044C	chrVIII	194068	194808	-	741	217	170
YHL016C	chrVIII	72037	74244	-	2208	1258	749
tP(UGG)H	chrVIII;chrVIII	388893;388960	388928;388995	-;-	72	0	0
YHR202W	chrVIII	502388	504196	+	1809	1790	1047
YHR019C	chrVIII	141894	143558	-	1665	2630	1758
YHL034W-A	chrVIII	33176	33637	+	462	102	48
YHR213W-B	chrVIII	540800	541099	+	300	38	29
YHR104W	chrVIII	323409	324392	+	984	21424	13843
YHR083W	chrVIII	272627	273616	+	990	1637	1489
YHR165W-A	chrVIII	436647	436958	+	312	10	14
YHL022C	chrVIII	62961	64157	-	1197	265	206
YHR032W	chrVIII	173344	175089	+	1746	3284	2356
YHR008C	chrVIII	122889	123590	-	702	11437	9107
YHL038C	chrVIII	23617	25509	-	1893	652	500
YHR071C-A	chrVIII	238910	239230	-	321	19	11
YHR081W	chrVIII	267538	268092	+	555	2989	2104
YHL050W-A	chrVIII	811	1293	+	483	0	0
YHL028W	chrVIII	48763	50580	+	1818	520	369
YHR073C-B	chrVIII	245422	245502	-	81	0	0
YHL033C	chrVIII	35255	36025	-	771	440	233
YHR066W	chrVIII	229335	230696	+	1362	1017	762
